job_title,job_category,company,location,region,salary,link,summary
Data Analyst,Data Analyst,Well States Healthcare,"Draper, UT",Utah,"$55,000 - $70,000 a year",https://indeed.com//rc/clk?jk=43bb5e01f0c16ca9&fccid=69bd670214dfd8d0&vjs=3,"This position is responsible for identifying and developing solutions to turn data into actionable business recommendations. You will work closely with management, accounting and IT personnel to transform subjective discussions into clear decision-making solutions.
Responsible for Discounted Cash Flow Model and Forecasting Model developed in Excel
Supply information to Controller and CFO relative to budgets and Revenue Recognition
Proactively identify areas for improvement in data performance & quality through analytics
Provide ROIC (return on invested capital) and XIRR (internal rate of return) results to executive team
Responds to data inquiries from Controller and CFO & develop results for these inquiries
Create and publish regularly scheduled reports
Documents reporting requirements and processes
Perform data validation and cleansing
May require some off hours support
The position is salaried and full-time, Monday through Friday. Start time can be flexible from 8:00 AM to 9:00 AM.
Requirements
The Data Analyst will be, or possess:
Ability to exploit and manipulate data from structured and unstructured data sources
A great understanding and ability to work large excel spreadsheets with advanced formulas and functions
A strong understanding of financial analytics
Ability to quickly grasp new concepts and applications
Ability to multitask without sacrificing quality and accuracy of deliverables
Ability to communicate in a professional manner
Experience with business intelligence tools including MS Power BI a plus
Knowledge of transact SQL experience a plus
Detail oriented
Excellent oral and written communication skills
Benefits
Well States Healthcare, located in Draper, Utah is pleased to offer:
A salary $55,000 -$70,000 annually, based on skills and experience
Bonus program
Paid Holidays
Paid Vacation
Health and Dental Insurance"
Data Warehouse Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,"$47,600 - $79,699 a year",https://indeed.com//rc/clk?jk=569909d55b27f957&fccid=6328b27691d3fdc3&vjs=3,"The Division of Pediatric Critical Care at the University of Utah School of Medicine has an immediate opening for a Junior Business Intelligence (BI) Analyst/Developer. This position provides opportunities to be a part of a high functioning, cutting edge Data Coordinating Center with a mission of accelerating the translation of research to the bedside.

The BI Analyst will assist in the strategic design and maintenance of BI and Visualization solutions for the Data Coordinating Center. The primary focus of the BI Analyst will be to work as part of the data services team to support reporting, analysis and visualizations requirements using Microsoft technologies (e.g., SQL, SSRS, SSAS, PowerPivot, Power View, PerformancePoint, SharePoint). The work is fast paced, interesting and challenging.

The University of Utah offers a comprehensive benefits package with extensive healthcare options, 14.2% retirement contributions that vest immediately, and paid time off. Current benefit information is available at www.hr.utah.edu/benefits.
Responsibilities
Participates within a multidisciplinary team to collect and interpret business requirements into optimum BI solutions to meet business needs
Provides design support for the development of business intelligence solutions
Develops visually informative dashboards and customized reports based on business requirements
Performs analysis for a wide range of requests using data in different formats and from various platforms
Performs quality review of new and existing reports
Provides input to standards, policies and procedures for BI tools and systems
Researches tools, frameworks and mechanisms for data analytics
Designs and delivers end-user training and training materials
Supports IT goals and objectives by being a proactive member of the Data Services team

This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Minimum Qualifications
Requires a bachelor’s degree in area of specialty or equivalency and 2-4 years of experience in the field or in a related area. Familiar with a variety of the field’s concepts, practices, and procedures.

Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.
Preferences
Bachelor’s degree in Business, Computer Science, Information Systems or related field
2-4 years of Business Analysis or related technical experience
2-4 years full Microsoft Business Intelligence Stack (SSIS, SSRS, SSAS)
Strong experience of SQL Server 2008/2012/2014/2016
Experience with 2013/2016 SharePoint Server
Demonstrated ability to meet deadlines, balance multiple priorities, and ensure quality standards based on an Agile Development process
Excellent analytical, problem-solving, and innovative thinking skills
Strong ability to explain advanced data concepts to fellow developers as well as non-technical end users
Hands-on experience with SSIS to create and execute ETL packages a plus
Experience with the MDX or DAX analytical querying language is a plus
SAS, R, Python preferred
Knowledge of Tableau
Healthcare experience
Type Benefited Staff Special Instructions Summary"
Data Analyst,Data Analyst,Brigham Young University,"Provo, UT 84601",Utah,$23.10 - $30.00 an hour,https://indeed.com//rc/clk?jk=5b09376102bfcbe6&fccid=dafdad863f89ff06&vjs=3,"Data Analyst
Job Summary
The primary purpose of this position is to create, maintain, and report data with regards to all aspects of operations across the Graduate Studies department. This position is responsible for ensuring that the data needs of the department are satisfied and kept current and accurate through an in-depth understanding of the various technology platforms that are currently utilized by the department and university. This position will collaborate with a wide variety of data consumers which may include faculty, administrators, other data analysts, developers and programmers etc. The position will interpret data from multiple sources using a variety of techniques, ranging from preliminary data aggregation to complex statistical analysis.
Essential Functions

Reports
Create various reports containing information relating to University, College & Department operations that span the entire student life cycle from prospect through to alumni.
Maintain and oversee the reporting of all annual internal and external reports pertaining to graduate enrollment and advisement through to graduation including by not limited to the Graduate Program Annual Report and Unit Reviews.
Data Dissemination
Provide data tables and figures using data visualization tools for print and web publications that are accurate and easily interpreted by multiple end users.
Ensure that the appropriate protocols are in place to protect the dissemination of said data.
Data Queries
Write and maintain standardized data queries/scripts to extract data from the university data warehouse in addition to ad hoc queries in collaboration with BYU OIT developers as directed.
Technical Support
Assist in technical and software processes in the office as needed.
Provide critical assessment of the department’s technical needs with regards to data systems and management as needed.
Training and Consultation
Train and mentor student data analysts.
Train graduate departments with regards to their data needs as appropriate
Education/Experience
Minimum education/experience required:
Skills, abilities, knowledge, licenses, certifications (please indicate whether “required” or “preferred”):

Required:
Proficient with MS Access, SQL, Python, and also have a strong understanding of relational databases, and database querying
Strong analytical, critical thinking and problem-solving skills, including the ability to come to conclusions based on findings
Comfortable managing communications with multiple departments to gather all necessary data

Preferred:
Bachelor’s degree in Information Management, Computer Science, Bioinformatics, Statistics, Accounting or related fields or equivalent work experience including experience with a data visualization tool like Tableau or Power BI.
Experience with data visualization software
Experience translating data and trends into meaningful insights and stories

Employee Class: 3/4 Time (28 hour)
Work Location: Provo Campus
Environment: General office or other equivalently good environment

Desired Start Date: As soon as possible
Job Close Date: Open Until Filled

Pay Level: 51
Approximate Starting Salary: $23.10 - $30.00 per hour depending on experience and qualifications

Documents Required at time of Application:

Required: Cover Letter, Resume
Optional: Letter of Recommendation 1

Equal Opportunity Employer: m/f/vets/disability"
Data Analyst Intern,Data Analyst,Talent Team,"Orem, UT 84057",Utah,$18 an hour,https://indeed.com//rc/clk?jk=fad024fd68d38134&fccid=bd1e44b4b452a00e&vjs=3,"Data Analyst Intern
Orem, UT 84058
Industry: IT
Job Number: 1120541
Pay Rate: $18.00 an hour
Job Description

TalentTeam is seeking candidates with a passion for data and technical understanding of SQL Server, Tableau, Programming/Scripting, Excel, Report Generation, and Data Modeling. A perfect candidate for this position will be capable of acquiring the necessary business knowledge and willing to assist with a wide variety of responsibilities. Potential projects for this position include:
Process automation through SQL Server
Report generation through SQL Server/Avetta Connect platform
Visualization creation through Tableau
Communications/marketing efforts through Marketo
Data manipulation/analysis through R/Python/Excel
This is a part-time position with the flexibility to work a lot of hours, if desired. Following training, candidates will have the option to work remote for a portion of their schedule. Ideally, we would like to hire interns with the potential for longevity in this position.

All candidates must pass E-Verify, a background check and drug test
Meet Your Recruiter
Stacey Holscher
Operations Director
Stacey has been recruiting for more than 6 years, including everything from doctors to forklift drivers. She is an MBA and PHR, and is the TalentTeam Director of Operations. She enjoys the people she meets every day and feels rewarded by their accomplishments. Connect with Stacey today to find your great new career!

Call or text Stacey anytime at 801 209 7139.

801 574 2763
stacey.holscher@talentteam.com
Connect on Facebook
Apply Now:
Apply Online
Continue with LinikedIn
Continue with Facebook
Apply Later
Share This Job:
Login to save this search and get notified of similar positions."
Business Data Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,"$77,000 - $80,000 a year",https://indeed.com//rc/clk?jk=072e0159e74cab60&fccid=6328b27691d3fdc3&vjs=3,"Career growth opportunity in the growing Health Care Information field for degreed individual with 2 to 4+ years’ experience. This position is responsible for querying data, performing comprehensive analysis, and communicating and/or visualizing data for end user consumption. Utilize Business Intelligence tools to provide strategic financial analysis to internal and external customers; coordinate program and operations research and analysis; and providing successful planning, administration and execution of a specific program(s).
Consider joining our team – the University of Utah is one of the top employers in the State and our benefit package is exceptional!
Responsibilities
Interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Designs, develops, implements and maintains business solutions. Works directly with clients and project and business leaders to identify analytical requirements.

This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Minimum Qualifications
Requires a bachelor’s degree in related area (2 years related work experience may be substituted for 1 year of education). Two to four years of experience in the field or in a related area. Familiar with standard concepts, practices, and procedures within a particular field.

Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.
Preferences
1. Provides analysis gathered from SQL queries, related to business operations, productivity, performance, planning, work methods and procedures.
2. Proactively provides analysis of revenue cycle and operations. Provides feedback for strategic planning and business improvement.
3. Utilize Business Intelligence tools to identify trends and possible outliers.
4. Design forms, tables, graphs and charts to summarize gathered information.
5. Prepare for and attend meetings with internal and external stakeholders to assist with understanding data to improve business outcomes.
6. Conducts productivity analyses and surveys to improve systems and identify redundant processes.
7. Analyzes new program plans, goals and objectives.
8. Assists in the preparation and evaluation of special projects.
9. Determines statistical methods used to analyze data.
10. Meets productivity and accuracy expectations of the position.
11. May provide training or guidance to staff.
12. Other duties as assigned.
Type Benefited Staff Special Instructions Summary"
Data Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,$9.62 - $12.00 an hour,https://indeed.com//rc/clk?jk=690280bead761573&fccid=6328b27691d3fdc3&vjs=3,"Coordinates, reviews, and compiles specialized research genomics data in a national consortium database. Facilitates analysis and data reporting requirements, preparing database for public access. Much of this part-time work can be performed by distance computing, making use of the Internet, email, and the telephone, with occasional meeting with supervisor and other members of database team.
Responsibilities
1. Reviews and analyzes data according to database or experimental protocols. May be involved in identifying and/or acquiring data through collaboration with researchers within a national consortium.
2. Designs and compiles special reports in response to internal and external requests in order to provide accessible data for reliable analysis, management review, research purposes and/or reporting requirements.
3. Acquires and stores accurate data in a computer data base for subsequent retrieval to provide dependable analysis and reporting.
4. Plans, compiles, analyzes, and produces data reports to facilitate reporting requirements and decisions necessitating analytical input.
5. Participates in the planning and design of data reporting forms and formats to establish data record systems and documents.
6. May be responsible for computer data entry of target data for storage and accurate and timely retrieval.

This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Minimum Qualifications
Two years experience in data analysis or related research experience, or equivalency required. Experience in computer based data systems management, plus the ability to express statistical and demographic concepts in clear terms, both orally and in writing is preferred.

Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.
Preferences
Familiarity with genetics, genomics and experimental molecular biology terminology is highly advantageous.
Special Instructions Summary"
Senior Strategic Data Analyst,Data Analyst,Dixie State University,"Saint George, UT 84770",Utah,"From $55,000 a year",https://indeed.com//rc/clk?jk=fe911bbdfe39bd16&fccid=5e0f1c5d3939b6c9&vjs=3,"Position Announcement
As a member of the newly formed Office of Institutional Effectiveness at Dixie State University (DSU), and reporting to the Director of Strategic Analytics, this position works collaboratively to understand, develop, and support institutional reporting, data, and analytical needs. The individual will author reports, dashboards, and other data visualization solutions for campus-wide use, and assist in training and support of decision support systems. The position will provide analytical support across all areas of the institution; the individual will serve a key role in developing a culture of inquiry and data-informed decision making at DSU.
Responsibilities
Develop dashboards, visualizations, and other analytic tools to present meaningful data from various sources.
Contribute to and support the design, implementation, and evaluation of data-driven solutions.
Create data visualizations and intuitive dashboards that support decision making and planning at all levels of university functioning, including at the campus-wide and executive levels.
Retrieve, analyze, and present data from diverse datasets, including internal administrative systems.
Understand and apply data management techniques and practices to ensure clear and accurate solutions.
Assist in support and training with end users to maximize their ability to use decision support systems, dashboards, and visualizations.
Support the evolving mission of the Office of Institutional Effectiveness by participating in a variety of projects and serving on institutional committees as appropriate.
Perform other duties as assigned.
Qualifications
Bachelor's degree in a related field required
At least three (3) years of successful higher education work experience in a data-intensive environment required
Demonstrated experience in designing data visualization or business intelligence solutions
Experience creating interactive visualizations and dashboards using Tableau; an understanding of advanced Tableau concepts (such as level of detail expressions and calculations) is strongly preferred
Proficiency with retrieving data using SQL; familiarity with data warehousing concepts
Familiarity with the R programming language
Demonstrated understanding of higher education administrative systems and related business principles
Experience translating business questions and requirements into reports, views, and other solutions
Effective written and verbal communication skills
Excellent time management skills coupled with the ability to prioritize competing requests from multiple sources
Professional development through conference attendance (Tableau, Association for Institutional Research, etc.) or training preferred
Supplemental Information
CONTRACT: Full-time (12-month) professional staff position. Annual salary of $55,000+, depending on qualifications and experience. Excellent benefits package included (see https://humanresources.dixie.edu/employee-benefits/ under ""Benefits Summary"" for more details). Start date is negotiable and will be mutually determined by the incumbent and the institution.

Electronic Application Procedures: Application review begins November 8, 2019. Submit cover letter, resume, and contact information (including email) for three professional references electronically. If, because of a disability, you need special services or facilities in order to apply for this opening, please call the Human Resources Office at (435) 652-7520.

ABOUT THE UNIVERSITY: Dixie State University is an open-enrollment institution committed to student access, affordability and success. DSU has adopted an instructional approach of ""active learning. active life"" and we seek faculty and staff committed to providing students with an active learning environment. Established in 1911 as a community college and in 2013 as a state university, DSU is located in picturesque southwestern Utah with its red rocks, desert climate, over 300 days of sunshine annually, and featuring easy access to excellent outdoor recreational opportunities. The nearest metropolitan area is Las Vegas, NV (120 miles) with amenities such as an international airport and professional sporting teams.

Dixie State currently has approximately 11,000 students and has been a fast-growing Utah public institution of higher education over the last several years. We offer over 185 programs, including masters, bachelors, associates, certificates, endorsements, minors, and/or emphases. DSU seeks to recruit faculty and staff who enthusiastically support the University's strong commitment to its strategic plan, campus diversity, and growth trajectories. DSU faculty and staff are committed to the academic success of all our students, including students of color, students with disabilities, students who are first generation to college, veterans, students with diverse socio-economic backgrounds, and students of diverse sexual orientation and gender expressions.

DSU is an Equal Opportunity/Affirmative Action employer. The President and employees of Dixie State University are fully committed to Affirmative Action and to its policies of nondiscrimination and equal opportunity in all programs, activities, services, and employment with regard to race / ethnicity, color, national origin, sex, age, status as a person with a disability, religion, sexual orientation, gender identity/expression, and protected veteran's status.

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire."
Patient Data Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,"$40,000 - $50,000 a year",https://indeed.com//rc/clk?jk=7fc2be839095802e&fccid=6328b27691d3fdc3&vjs=3,"University of Utah Health Advancement supports clinical and academic operations by developing new sources of community and private philanthropic support. As a Patient Data Analyst, you will support and expand the grateful patient fundraising program by preparing and developing reports for fundraisers, providers, and other stakeholders.
Responsibilities
This position is not responsible for providing patient care.
1. Provider future schedule reports. On at least a weekly basis, prepare reports on clinical care providers’ future patient schedules.
2. Provider historical data reports. On an as-needed basis, prepare reports that represent patient and provider data for a variety of fundraising purposes, including event planning and direct mail solicitations.
3. Grateful patient direct mail. On at least a monthly basis, work with the Grateful Patient Advancement Officer to prepare mailing list reports for the grateful patient direct mail program, which uses mailed letters to solicit gifts from recent patients of University of Utah Health.
4. Data integrity and wealth screening. Ensure the accuracy of the information on all reports you create, and perform wealth screenings to proactively identify patients with high philanthropic potential.
5. Process innovation. Work closely with the Grateful Patient Advancement Officer to research, propose, and implement new reporting templates and processes that will enhance the timeliness, quality, and usefulness of reports and support you provide to Advancement stakeholders.
In conjunction with the Grateful Patient Administrator and the Director of Advancement Services, this position will practice compliance with the Health Insurance Portability and Accountability Act (HIPAA) and best practices for handling Protected Health Information (PHI). This position may also be asked to educate stakeholders on these policies and practices.
This position may require you to perform other responsibilities and duties as assigned.
.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Minimum Qualifications
Bachelor’s degree in Communications, Public Relations, Marketing, or a related field, or equivalency; and demonstrated human relations and effective communication skills required. Experience which includes fundraising, grant and publication writing, planning and implementing special events and programs and a successful track record in raising donations is preferred.
Preferences
We are an equal opportunity employer and encourage women, minorities and veterans to apply.
Preferred candidates will have:
Two (2) or more years of experience in advancement (fundraising) or a related fieldFamiliarity with the following technologies is preferred:
o CRM systems (Advance, Salesforce)
o EMR systems (Epic)
o Microsoft Excel and VBA
Experience with these skills is preferred:
o Prospect research
o Data integrity
o HIPAA and PHI compliance
Well-qualified candidates will possess:
o Exceptional written and verbal communication skills
o Ability to explain complex reports to lay audiences
o Willingness to adapt to rapid institutional and technological change
An exceptional candidate will meet the described minimum requirements, have experience with all of the described skills, technologies, and proficiencies, and will be committed to innovating and achieving excellence as part of Utah’s most ambitious and successful higher education advancement team.
Type Benefited Staff Special Instructions Summary"
Data Analyst,Data Analyst,Well States Healthcare,,Utah,"$55,000 - $70,000 a year",https://indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0D1Eu8OC_qO22WQ7oTaqkC1hcpXdste686bSWCVeOwYtmP1eQfb2nbrMafNDyfsayIKqX_80N6otC3K_p1YU2QaPCVz_UQbqqNPlnDGqVML6PMCBEcVt0AiOrChzqF4BOhQQxzEqLs0z9JQhWcrjzConh4_uoTdjkj3MimEC4AqFCHAjKerBWMlmQtcGKE5AweaFTS6avI0JDQUfDicmABlKus9l0oB2ZSyGi3cyvWgZ5jjD-1L03d9NeSBwbx0pRCZrpXZTiPkxawwlpDz3chFCWFTD9SjzJrrVHNiTs04jS5QOwqK8gOovLObdVanjlHudT-HCZyu9WmjvOcLkuOqpbfrV0BQ4OmvvCT8c-eTh4_pzMjScyXYr2WEvbjLOKKbQ69Ge9wyfojwSL1ycl-KmLk1GMvq4JI=&p=2&fvj=0&vjs=3,"This position is responsible for identifying and developing solutions to turn data into actionable business recommendations. You will work closely with management, accounting and IT personnel to transform subjective discussions into clear decision-making solutions.
Responsible for Discounted Cash Flow Model and Forecasting Model developed in Excel
Supply information to Controller and CFO relative to budgets and Revenue Recognition
Proactively identify areas for improvement in data performance & quality through analytics
Provide ROIC (return on invested capital) and XIRR (internal rate of return) results to executive team
Responds to data inquiries from Controller and CFO & develop results for these inquiries
Create and publish regularly scheduled reports
Documents reporting requirements and processes
Perform data validation and cleansing
May require some off hours support
The position is salaried and full-time, Monday through Friday. Start time can be flexible from 8:00 AM to 9:00 AM.
Requirements
The Data Analyst will be, or possess:
Ability to exploit and manipulate data from structured and unstructured data sources
A great understanding and ability to work large excel spreadsheets with advanced formulas and functions
A strong understanding of financial analytics
Ability to quickly grasp new concepts and applications
Ability to multitask without sacrificing quality and accuracy of deliverables
Ability to communicate in a professional manner
Experience with business intelligence tools including MS Power BI a plus
Knowledge of transact SQL experience a plus
Detail oriented
Excellent oral and written communication skills
Benefits
Well States Healthcare, located in Draper, Utah is pleased to offer:
A salary $55,000 -$70,000 annually, based on skills and experience
Bonus program
Paid Holidays
Paid Vacation
Health and Dental Insurance"
Data Research Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,"$47,600 - $66,300 a year",https://indeed.com//rc/clk?jk=9e14607647cb94f8&fccid=6328b27691d3fdc3&vjs=3,"Our growing data analysis core is currently in need of a Data Research Analyst to join our collaborative team. The ideal candidate will be part of a team responsible for the collection, cleaning, and communication of population level health data to meet and support the research projects of faculty members in the department of surgery. Data analysis and study design will be an important part of this position. We also need an individual who is able to maintain a high level of professionalism with grantees and partners to provide them with technical support in all levels of data. This is the perfect opportunity for the successful candidate to become a part of an innovative and energetic collaborative team that develops data collection, analysis, and communication resources which will support the department of surgery research priorities.
The Data Research Analyst will report directly to the Program Manager.
Responsibilities
Uses universal and Program specific standardized methods to collect and analyze data from several thousand emergency medical service agencies and hospitalsFollows established protocols to maximize data integrity. Monitors data quality issues to identify and resolve any errors in collected data, and interprets data to identify areas for improvement based on deficienciesCommunicates with study investigators and other clinicians regarding statistical issues including analysis plans and interpretation of study data
Determines appropriate statistical methods for the correct analysis of data by applying knowledge of, and performing research in biostatistics.
Develops comprehensive statistical analysis plans
Writes scripts in Python, SQL, SAS, and R
Database programming – working with Microsoft SQL Server and PostgreSQLTracks project performance, specifically to analyze the successful completion of short- and long-term goalsConducts trainings and presentations on various data-related topics to non-technical audiences for national, regional, and state level meetings
This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, and talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Problem Solving
Employees in this position work on multiple tasks simultaneously and, as such, may have competing deadlines or time constraints which may require consultation with their supervisor to prioritize responsibilities.
Employees may encounter concerns about study design, statistical, or data issues in a project they are working on. Level II Biostatisticians work independently to understand the issues and thoughtfully research any potential solutions. Employees may discuss these issues and concerns with a supervising statistician on the project.

Additional Information
The University of Utah is an Affirmative Action/Equal Opportunity employer and is committed to diversity in its workforce. In compliance with applicable federal and state laws, University of Utah policy of equal employment opportunity prohibits discrimination on the basis of race or ethnicity, religion, color, national origin, sex, age, sexual orientation, gender identity/expression, veteran’s status, status as a qualified person with a disability, or genetic information. Individuals from historically underrepresented groups, such as minorities, women, qualified persons with disabilities, and protected veterans are strongly encouraged to apply. Veterans’ preference is extended to qualified applicants, upon request and consistent with University policy and Utah state law.
To inquire about this posting, email: employment@utah.edu or call 801-581-2300. Reasonable accommodations in the application process will be provided to qualified individuals with disabilities. To request an accommodation or for further information about University AA/EO policies, please contact the Office of Equal Opportunity and Affirmative Action, 201 S. Presidents Cr., Rm 135, (801) 581-8365 (V/ TDD ), email: oeo@umail.utah.edu .
The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.
This position may require the successful completion of a criminal background check and/or drug screen.
The University is a participating employer with Utah Retirement Systems (“URS”). Eligible new hires with prior URS service, may elect to enroll in URS if they make the election before they become eligible for retirement (usually the first day of work). Contact Human Resources at (801) 581-7447 for information. Individuals who previously retired and are receiving monthly retirement benefits from URS are subject to URS’ post-retirement rules and restrictions. Please contact Utah Retirement Systems at (801) 366-7770 or (800) 695-4877 or University Human Resource Management at (801) 581-7447 if you have questions regarding the post-retirement rules.This position may require the successful completion of a criminal background check and/or drug screen.
Minimum Qualifications
Bachelor’s degree in a related field or equivalency; plus four years related research experience, and demonstrated human relation and effective communication skills also required.

A Master’s degree in a related field is preferred.

Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.
Preferences
Ability to collaborate effectively and work as part of a teamData analysis skillsExperienced with data mining and statistical analysis tools and methodologiesStrong attention to detailAdvanced time management and analytical skillsWorking knowledge of Microsoft ExcelExcellent customer-facing communication skillsExcellent verbal and written communication skillsMaster’s Degree in health-related fieldFamiliarity in study design and implementationExperience in performance measurementKnowledge and application of research methodsExperience in quality improvement scienceManuscript and grant writing experienceKnowledge in Emergency Medical Services
Type Benefited Staff Special Instructions Summary"
Business Data Analyst,Data Analyst,University of Utah,"Salt Lake City, UT",Utah,"$77,000 - $80,000 a year",https://indeed.com//rc/clk?jk=072e0159e74cab60&fccid=6328b27691d3fdc3&vjs=3,"Career growth opportunity in the growing Health Care Information field for degreed individual with 2 to 4+ years’ experience. This position is responsible for querying data, performing comprehensive analysis, and communicating and/or visualizing data for end user consumption. Utilize Business Intelligence tools to provide strategic financial analysis to internal and external customers; coordinate program and operations research and analysis; and providing successful planning, administration and execution of a specific program(s).
Consider joining our team – the University of Utah is one of the top employers in the State and our benefit package is exceptional!
Responsibilities
Interprets results using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining. Designs, develops, implements and maintains business solutions. Works directly with clients and project and business leaders to identify analytical requirements.

This job description is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to the job.
Work Environment and Level of Frequency typically required
Nearly Continuously: Office environment.
Physical Requirements and Level of Frequency that may be required
Nearly Continuously: Sitting, hearing, listening, talking.
Often: Repetitive hand motion (such as typing), walking.
Seldom: Bending, reaching overhead.
Minimum Qualifications
Requires a bachelor’s degree in related area (2 years related work experience may be substituted for 1 year of education). Two to four years of experience in the field or in a related area. Familiar with standard concepts, practices, and procedures within a particular field.

Applicants must demonstrate the potential ability to perform the essential functions of the job as outlined in the position description.
Preferences
1. Provides analysis gathered from SQL queries, related to business operations, productivity, performance, planning, work methods and procedures.
2. Proactively provides analysis of revenue cycle and operations. Provides feedback for strategic planning and business improvement.
3. Utilize Business Intelligence tools to identify trends and possible outliers.
4. Design forms, tables, graphs and charts to summarize gathered information.
5. Prepare for and attend meetings with internal and external stakeholders to assist with understanding data to improve business outcomes.
6. Conducts productivity analyses and surveys to improve systems and identify redundant processes.
7. Analyzes new program plans, goals and objectives.
8. Assists in the preparation and evaluation of special projects.
9. Determines statistical methods used to analyze data.
10. Meets productivity and accuracy expectations of the position.
11. May provide training or guidance to staff.
12. Other duties as assigned.
Type Benefited Staff Special Instructions Summary"
